"RunID","SourceID","SourceTime","Comment"
400109,0,0,NA
400110,0,0,NA
400111,1,50.62,NA
400112,3,161.75,NA
400113,0,0,NA
400114,0,0,NA
400115,0,0,NA
400116,5,81.75,NA
400117,0,0,NA
400118,2,72.94,NA
400119,0,0,NA
400120,0,0,NA
400121,4,52,NA
400122,0,0,NA
400123,1,42.75,NA
400124,0,0,NA
400125,0,0,NA
400126,0,0,NA
400127,0,0,NA
400128,2,40.56,NA
400129,0,0,NA
400130,4,49.5,NA
400131,0,0,NA
400132,0,0,NA
400133,1,135.38,NA
400134,0,0,NA
400135,6,119,NA
400136,0,0,NA
400137,6,31.75,NA
400138,5,75.69,NA
400139,0,0,NA
400140,0,0,NA
400141,4,174.62,NA
400142,2,260.88,NA
400143,3,125.19,NA
400144,0,0,NA
400145,0,0,NA
400146,0,0,NA
400147,6,60.31,NA
400148,0,0,NA
400149,5,81.44,NA
400150,0,0,NA
400151,5,64.38,NA
400152,4,61.25,NA
400153,5,82.69,NA
400154,0,0,NA
400155,0,0,NA
400156,0,0,NA
400157,0,0,NA
400158,0,0,NA
400159,0,0,NA
400160,4,68,NA
400161,0,0,NA
400162,5,65.38,NA
400163,0,0,NA
400164,3,39.94,NA
400165,4,38.58,NA
400166,5,107.06,NA
400167,4,235.69,NA
400168,2,70.38,NA
400169,2,100.88,NA
400170,3,74.62,NA
400171,0,0,NA
400172,5,43.12,NA
400173,2,60.5,NA
400174,0,0,NA
400175,0,0,NA
400176,0,0,NA
400177,3,55.62,NA
400178,6,68.31,NA
400179,0,0,NA
400180,1,74.75,NA
400181,1,83.33,NA
400182,0,0,NA
400183,0,0,NA
400184,0,0,NA
400185,0,0,NA
400186,0,0,NA
400187,3,40.75,NA
400188,0,0,NA
400189,0,0,NA
400190,0,0,NA
400191,0,0,NA
400192,1,37.25,NA
400193,0,0,NA
400194,3,101.44,NA
400195,1,65.25,NA
400196,6,46.06,NA
400197,0,0,NA
400198,6,57.06,NA
400199,5,37.06,NA
400200,1,55.33,NA
400201,6,112.88,NA
400202,0,0,NA
400203,0,0,NA
400204,6,131.44,NA
400205,0,0,NA
400206,5,74.56,NA
400207,0,0,NA
400208,0,0,NA
400209,0,0,NA
400210,0,0,NA
400211,0,0,NA
400212,0,0,NA
400213,0,0,NA
400214,2,83.38,NA
400215,0,0,NA
400216,0,0,NA
400217,0,0,NA
400218,2,76.19,NA
400219,1,53.25,NA
400220,0,0,NA
400221,0,0,NA
400222,6,107.31,NA
400223,2,59.75,NA
400224,5,47.25,NA
400225,3,50.69,NA
400226,0,0,NA
400227,0,0,NA
400228,0,0,NA
400229,0,0,NA
400230,6,39.25,NA
400231,2,41.88,NA
400232,0,0,NA
400233,2,71.19,NA
400234,0,0,NA
400235,0,0,NA
400236,0,0,NA
400237,0,0,NA
400238,0,0,NA
400239,0,0,NA
400240,6,51.92,NA
400241,0,0,NA
400242,6,45.38,NA
400243,0,0,NA
400244,1,97.38,NA
400245,0,0,NA
400246,2,57.62,NA
400247,0,0,NA
400248,6,37.75,NA
400249,0,0,NA
400250,3,30.31,NA
400251,0,0,NA
400252,0,0,NA
400253,4,39.25,NA
400254,2,42.83,NA
400255,0,0,NA
400256,0,0,NA
400257,5,144.31,NA
400258,4,57.62,NA
400259,0,0,NA
400260,6,50.67,NA
400261,1,89.42,NA
400262,0,0,NA
400263,3,27.5,NA
400264,0,0,NA
400265,0,0,NA
400266,0,0,NA
400267,2,49.88,NA
400268,0,0,NA
400269,5,64.94,NA
400270,3,31.38,NA
400271,0,0,NA
400272,0,0,NA
400273,3,94.62,NA
400274,5,110.25,NA
400275,6,56.38,NA
400276,6,34.62,NA
400277,0,0,NA
400278,0,0,NA
400279,0,0,NA
400280,0,0,NA
400281,6,52.5,NA
400282,5,41.94,NA
400283,4,39.44,NA
400284,6,41.94,NA
400285,3,42.25,NA
400286,0,0,NA
400287,0,0,NA
400288,0,0,NA
400289,2,45.81,NA
400290,0,0,NA
400291,0,0,NA
400292,6,53.06,NA
400293,0,0,NA
400294,5,76.25,NA
400295,0,0,NA
400296,3,38.62,NA
400297,0,0,NA
400298,0,0,NA
400299,3,110.75,NA
400300,0,0,NA
400301,0,0,NA
400302,0,0,NA
400303,0,0,NA
400304,0,0,NA
400305,0,0,NA
400306,0,0,NA
400307,4,54.44,NA
400308,1,190.06,NA
400309,6,54.19,NA
400310,0,0,NA
400311,0,0,NA
400312,1,52.31,NA
400313,0,0,NA
400314,0,0,NA
400315,0,0,NA
400316,0,0,NA
400317,1,36.5,NA
400318,0,0,NA
400319,0,0,NA
400320,0,0,NA
400321,0,0,NA
400322,0,0,NA
400323,0,0,NA
400324,0,0,NA
400325,0,0,NA
400326,0,0,NA
400327,0,0,NA
400328,4,34.5,NA
400329,0,0,NA
400330,1,83.88,NA
400331,5,65.62,NA
400332,0,0,NA
400333,6,69.62,NA
400334,4,40.5,NA
400335,5,52.38,NA
400336,0,0,NA
400337,0,0,NA
400338,0,0,NA
400339,0,0,NA
400340,0,0,NA
400341,1,101.75,NA
400342,0,0,NA
400343,0,0,NA
400344,0,0,NA
400345,0,0,NA
400346,0,0,NA
400347,0,0,NA
400348,0,0,NA
400349,0,0,NA
400350,0,0,NA
400351,4,47.94,NA
400352,3,136.81,NA
400353,6,68,NA
400354,0,0,NA
400355,0,0,NA
400356,1,88.25,NA
400357,5,50,NA
400358,0,0,NA
400359,0,0,NA
400360,2,100,NA
400361,4,45,NA
400362,0,0,NA
400363,0,0,NA
400364,0,0,NA
400365,0,0,NA
400366,4,52.75,NA
400367,0,0,NA
400368,5,35.88,NA
400369,2,43,NA
400370,0,0,NA
400371,0,0,NA
400372,0,0,NA
400373,0,0,NA
400374,4,51.5,NA
400375,4,39.38,NA
400376,4,43.62,NA
400377,0,0,NA
400378,4,39.5,NA
400379,0,0,NA
400380,6,55,NA
400381,4,91.38,NA
400382,0,0,NA
400383,5,271.88,NA
400384,6,52.38,NA
400385,0,0,NA
400386,4,128.44,NA
400387,0,0,NA
400388,1,59.75,NA
400389,1,50.69,NA
400390,5,46.19,NA
400391,0,0,NA
400392,0,0,NA
400393,3,44.44,NA
400394,5,47.5,NA
400395,0,0,NA
400396,0,0,NA
400397,0,0,NA
400398,0,0,NA
400399,4,158.83,NA
400400,6,49.75,NA
400401,2,31.5,NA
400402,0,0,NA
400403,3,54.5,NA
400404,1,59.12,NA
400405,2,61.25,NA
400406,5,38,NA
400407,0,0,NA
400408,0,0,NA
400409,3,124.69,NA
400410,2,33.19,NA
400411,5,55.5,NA
400412,0,0,NA
400413,3,32.06,NA
400414,0,0,NA
400415,2,54.75,NA
400416,0,0,NA
400417,0,0,NA
400418,0,0,NA
400419,6,15.5,NA
400420,0,0,NA
400421,5,66.33,NA
400422,0,0,NA
400423,0,0,NA
400424,0,0,NA
400425,4,107,NA
400426,0,0,NA
400427,3,104.38,NA
400428,5,49.69,NA
400429,0,0,NA
400430,0,0,NA
400431,3,46.56,NA
400432,4,47,NA
400433,1,366.38,NA
400434,0,0,NA
400435,0,0,NA
400436,4,51.5,NA
400437,0,0,NA
400438,5,156.62,NA
400439,0,0,NA
400440,6,115.75,NA
400441,0,0,NA
400442,3,35.92,NA
400443,4,35.75,NA
400444,0,0,NA
400445,0,0,NA
400446,6,55.88,NA
400447,5,83.69,NA
400448,0,0,NA
400449,1,37.5,NA
400450,5,33.58,NA
400451,0,0,NA
400452,0,0,NA
400453,6,33.31,NA
400454,3,35.12,NA
400455,0,0,NA
400456,0,0,NA
400457,0,0,NA
400458,0,0,NA
400459,3,266.81,NA
400460,3,180.5,NA
400461,5,93,NA
400462,0,0,NA
400463,6,34.94,NA
400464,0,0,NA
400465,0,0,NA
400466,0,0,NA
400467,0,0,NA
400468,0,0,NA
400469,0,0,NA
400470,4,45,NA
400471,0,0,NA
400472,1,92.5,NA
400473,5,284.25,NA
400474,6,95.44,NA
400475,5,33.31,NA
400476,0,0,NA
400477,5,50,NA
400478,4,87.31,NA
400479,0,0,NA
400480,1,76,NA
400481,2,69.44,NA
400482,2,49.62,NA
400483,4,82.44,NA
400484,0,0,NA
400485,4,33.88,NA
400486,0,0,NA
400487,1,73.75,NA
400488,0,0,NA
400489,2,57.17,NA
400490,0,0,NA
400491,1,64.75,NA
400492,1,66.69,NA
400493,0,0,NA
400494,0,0,NA
400495,2,67.38,NA
400496,4,59.44,NA
400497,0,0,NA
400498,0,0,NA
400499,0,0,NA
400500,4,102.17,NA
400501,4,171.62,NA
400502,0,0,NA
400503,0,0,NA
400504,1,285.44,NA
400505,0,0,NA
400506,0,0,NA
400507,4,76.31,NA
400508,0,0,NA
400509,0,0,NA
400510,3,303.38,NA
400511,1,57.5,NA
400512,0,0,NA
400513,0,0,NA
400514,3,83.31,NA
400515,0,0,NA
400516,0,0,NA
400517,4,43.69,NA
400518,6,78.44,NA
400519,1,40.75,NA
400520,0,0,NA
400521,0,0,NA
400522,5,75.56,NA
400523,4,45.81,NA
400524,0,0,NA
400525,0,0,NA
400526,0,0,NA
400527,4,71.88,NA
400528,4,35.5,NA
400529,2,42.56,NA
400530,4,76.06,NA
400531,1,40.25,NA
400532,0,0,NA
400533,6,44.81,NA
400534,6,54.75,NA
400535,5,80.75,NA
400536,0,0,NA
400537,0,0,NA
400538,0,0,NA
400539,3,43.75,NA
400540,1,138.75,NA
400541,0,0,NA
400542,3,40.88,NA
400543,6,40,NA
400544,3,75.81,NA
400545,0,0,NA
400546,0,0,NA
400547,0,0,NA
400548,1,55.17,NA
400549,2,36.81,NA
400550,0,0,NA
400551,0,0,NA
400552,0,0,NA
400553,0,0,NA
400554,4,146.5,NA
400555,6,33.19,NA
400556,5,61.38,NA
400557,0,0,NA
400558,0,0,NA
400559,6,54.56,NA
400560,3,36.19,NA
400561,0,0,NA
400562,5,65.94,NA
400563,5,117.69,NA
400564,6,54.69,NA
400565,5,162.88,NA
400566,0,0,NA
400567,0,0,NA
400568,1,39.19,NA
400569,0,0,NA
400570,1,89.19,NA
400571,5,63.62,NA
400572,4,47.19,NA
400573,6,49.38,NA
400574,0,0,NA
400575,2,56.42,NA
400576,0,0,NA
400577,0,0,NA
400578,4,234.31,NA
400579,0,0,NA
400580,0,0,NA
400581,4,226.81,NA
400582,4,63.88,NA
400583,0,0,NA
400584,0,0,NA
400585,0,0,NA
400586,4,31.81,NA
400587,0,0,NA
400588,0,0,NA
400589,0,0,NA
400590,4,59.88,NA
400591,0,0,NA
400592,0,0,NA
400593,0,0,NA
400594,0,0,NA
400595,0,0,NA
400596,0,0,NA
400597,4,38.69,NA
400598,0,0,NA
400599,0,0,NA
400600,1,54.31,NA
400601,6,39.62,NA
400602,3,45.31,NA
400603,0,0,NA
400604,0,0,NA
400605,0,0,NA
400606,3,46,NA
400607,0,0,NA
400608,0,0,NA
400609,0,0,NA
400610,0,0,NA
400611,0,0,NA
400612,3,65.31,NA
400613,0,0,NA
400614,0,0,NA
400615,6,356.5,NA
400616,0,0,NA
400617,0,0,NA
400618,0,0,NA
400619,0,0,NA
400620,3,33.31,NA
400621,0,0,NA
400622,1,39.75,NA
400623,0,0,NA
400624,0,0,NA
400625,0,0,NA
400626,0,0,NA
400627,1,78.69,NA
400628,0,0,NA
400629,0,0,NA
400630,0,0,NA
400631,0,0,NA
400632,3,37,NA
400633,0,0,NA
400634,0,0,NA
400635,0,0,NA
400636,0,0,NA
400637,4,290.88,NA
400638,5,30.94,NA
400639,3,298.19,NA
400640,6,110.62,NA
400641,0,0,NA
400642,0,0,NA
400643,2,44.31,NA
400644,4,27,NA
400645,1,348.19,NA
400646,0,0,NA
400647,0,0,NA
400648,0,0,NA
400649,0,0,NA
400650,0,0,NA
400651,0,0,NA
400652,0,0,NA
400653,2,54.62,NA
400654,0,0,NA
400655,0,0,NA
400656,0,0,NA
400657,4,104.25,NA
400658,4,40,NA
400659,0,0,NA
400660,0,0,NA
400661,1,44.69,NA
400662,0,0,NA
400663,0,0,NA
400664,3,71.38,NA
400665,5,44.56,NA
400666,0,0,NA
400667,0,0,NA
400668,5,95.62,NA
400669,0,0,NA
400670,0,0,NA
400671,0,0,NA
400672,0,0,NA
400673,4,58.75,NA
400674,0,0,NA
400675,0,0,NA
400676,0,0,NA
400677,5,95.5,NA
400678,0,0,NA
400679,4,39.81,NA
400680,6,355.38,NA
400681,2,41.17,NA
400682,0,0,NA
400683,0,0,NA
400684,0,0,NA
400685,0,0,NA
400686,3,31.81,NA
400687,4,124.94,NA
400688,0,0,NA
400689,0,0,NA
400690,2,33.44,NA
400691,3,39.31,NA
400692,1,31.94,NA
400693,0,0,NA
400694,3,84.44,NA
400695,0,0,NA
400696,0,0,NA
400697,2,37,NA
400698,0,0,NA
400699,1,39.62,NA
400700,0,0,NA
400701,4,39.19,NA
400702,2,241.69,NA
400703,0,0,NA
400704,0,0,NA
400705,0,0,NA
400706,0,0,NA
400707,1,69.56,NA
400708,2,55.5,NA
400709,0,0,NA
400710,0,0,NA
400711,2,67.25,NA
400712,0,0,NA
400713,0,0,NA
400714,0,0,NA
400715,0,0,NA
400716,0,0,NA
400717,0,0,NA
400718,0,0,NA
400719,0,0,NA
400720,0,0,NA
400721,4,41.38,NA
400722,4,52.5,NA
400723,0,0,NA
400724,0,0,NA
400725,0,0,NA
400726,2,62,NA
400727,0,0,NA
400728,4,43.62,NA
400729,0,0,NA
400730,5,39.94,NA
400731,0,0,NA
400732,0,0,NA
400733,0,0,NA
400734,0,0,NA
400735,4,41.12,NA
400736,4,572.38,NA
400737,0,0,NA
400738,0,0,NA
400739,0,0,NA
400740,0,0,NA
400741,1,37.94,NA
400742,0,0,NA
400743,6,55.5,NA
400744,0,0,NA
400745,5,133.75,NA
400746,0,0,NA
400747,0,0,NA
400748,4,52.17,NA
400749,6,47.94,NA
400750,0,0,NA
400751,0,0,NA
400752,4,38.06,NA
400753,0,0,NA
400754,0,0,NA
400755,3,189,NA
400756,1,57.69,NA
400757,0,0,NA
400758,5,108.56,NA
400759,2,58.81,NA
400760,0,0,NA
400761,0,0,NA
400762,3,41.38,NA
400763,1,102,NA
400764,0,0,NA
400765,0,0,NA
400766,3,41.31,NA
400767,0,0,NA
400768,4,131.12,NA
400769,4,51.06,NA
400770,3,42,NA
400771,0,0,NA
400772,6,41.83,NA
400773,0,0,NA
400774,2,45.5,NA
400775,0,0,NA
400776,4,32.62,NA
400777,1,43.83,NA
400778,0,0,NA
400779,4,35,NA
400780,1,71.69,NA
400781,0,0,NA
400782,3,276.88,NA
400783,0,0,NA
400784,6,341.81,NA
400785,0,0,NA
400786,0,0,NA
400787,0,0,NA
400788,0,0,NA
400789,4,75.31,NA
400790,0,0,NA
400791,0,0,NA
400792,0,0,NA
400793,0,0,NA
400794,5,61.56,NA
400795,0,0,NA
400796,0,0,NA
400797,0,0,NA
400798,0,0,NA
400799,0,0,NA
400800,5,55.38,NA
400801,0,0,NA
400802,0,0,NA
400803,3,41.92,NA
400804,5,69.94,NA
400805,2,42.25,NA
400806,3,34.56,NA
400807,4,31.19,NA
400808,4,12.25,NA
400809,2,73.31,NA
400810,0,0,NA
400811,0,0,NA
400812,0,0,NA
400813,3,153.08,NA
400814,0,0,NA
400815,6,50.12,NA
400816,5,40.5,NA
400817,3,64.38,NA
400818,0,0,NA
400819,0,0,NA
400820,0,0,NA
400821,6,60.08,NA
400822,0,0,NA
400823,0,0,NA
400824,6,39.5,NA
400825,6,36.69,NA
400826,0,0,NA
400827,0,0,NA
400828,0,0,NA
400829,6,45.06,NA
400830,0,0,NA
400831,0,0,NA
400832,0,0,NA
400833,4,40.44,NA
400834,0,0,NA
400835,0,0,NA
400836,0,0,NA
400837,0,0,NA
400838,4,127.25,NA
400839,4,93.25,NA
400840,0,0,NA
400841,5,86,NA
400842,6,82.42,NA
400843,0,0,NA
400844,6,54.25,NA
400845,3,68.31,NA
400846,0,0,NA
400847,0,0,NA
400848,0,0,NA
400849,0,0,NA
400850,0,0,NA
400851,0,0,NA
400852,2,39.81,NA
400853,3,81.92,NA
400854,1,68.25,NA
400855,4,45.94,NA
400856,0,0,NA
400857,0,0,NA
400858,4,147.44,NA
400859,1,58.81,NA
400860,4,286.5,NA
400861,5,51.88,NA
400862,6,35.31,NA
400863,5,30.19,NA
400864,5,27,NA
400865,3,95.62,NA
400866,1,196.5,NA
400867,2,46,NA
400868,4,59.12,NA
400869,5,40.25,NA
400870,0,0,NA
400871,0,0,NA
400872,0,0,NA
400873,0,0,NA
400874,6,42.5,NA
400875,0,0,NA
400876,6,33.5,NA
400877,0,0,NA
400878,6,32.56,NA
400879,0,0,NA
400880,0,0,NA
400881,6,48.62,NA
400882,0,0,NA
400883,3,76.81,NA
400884,0,0,NA
400885,4,35.25,NA
400886,0,0,NA
400887,0,0,NA
400888,6,59,NA
400889,0,0,NA
400890,0,0,NA
400891,3,37.81,NA
400892,3,227.75,NA
400893,3,238.81,NA
400894,1,51.08,NA
400895,3,46.5,NA
400896,2,64.06,NA
400897,0,0,NA
400898,4,165,NA
400899,0,0,NA
400900,3,275,NA
400901,0,0,NA
400902,2,43.06,NA
400903,2,69.25,NA
400904,0,0,NA
400905,0,0,NA
400906,3,55.56,NA
400907,0,0,NA
400908,3,101.75,NA
400909,0,0,NA
400910,2,42,NA
400911,3,30.12,NA
400912,0,0,NA
400913,1,37.31,NA
400914,0,0,NA
400915,0,0,NA
400916,0,0,NA
400917,5,52.25,NA
400918,2,60.88,NA
400919,4,123.5,NA
400920,0,0,NA
400921,0,0,NA
400922,0,0,NA
400923,0,0,NA
400924,0,0,NA
400925,2,74.19,NA
400926,6,60.31,NA
400927,0,0,NA
400928,0,0,NA
400929,0,0,NA
400930,0,0,NA
400931,0,0,NA
400932,0,0,NA
400933,2,44.75,NA
400934,0,0,NA
400935,6,117,NA
400936,0,0,NA
400937,0,0,NA
400938,5,44.06,NA
400939,3,89.5,NA
400940,0,0,NA
400941,4,69.38,NA
400942,0,0,NA
400943,2,99.06,NA
400944,3,207.5,NA
400945,0,0,NA
400946,0,0,NA
400947,6,79.81,NA
400948,0,0,NA
400949,4,51.25,NA
400950,0,0,NA
400951,0,0,NA
400952,6,36.75,NA
400953,6,77,NA
400954,3,45.19,NA
400955,0,0,NA
400956,0,0,NA
400957,0,0,NA
400958,3,41.75,NA
400959,0,0,NA
400960,5,61.69,NA
400961,0,0,NA
400962,0,0,NA
400963,0,0,NA
400964,1,198.88,NA
400965,4,53.25,NA
400966,0,0,NA
400967,0,0,NA
400968,6,74.5,NA
400969,0,0,NA
400970,0,0,NA
400971,6,63.88,NA
400972,4,79.25,NA
400973,0,0,NA
400974,0,0,NA
400975,0,0,NA
400976,0,0,NA
400977,2,58.56,NA
400978,0,0,NA
400979,2,55.67,NA
400980,5,50,NA
400981,0,0,NA
400982,6,32.62,NA
400983,0,0,NA
400984,1,101,NA
400985,6,32.75,NA
400986,4,64.25,NA
400987,0,0,NA
400988,0,0,NA
400989,0,0,NA
400990,4,46.75,NA
400991,5,40.44,NA
400992,0,0,NA
400993,0,0,NA
400994,5,35.62,NA
400995,0,0,NA
400996,1,61.69,NA
400997,0,0,NA
400998,1,46.44,NA
400999,0,0,NA
401000,4,39.19,NA
401001,0,0,NA
401002,2,55.25,NA
401003,0,0,NA
401004,6,31,NA
401005,1,78.83,NA
401006,0,0,NA
401007,4,44,NA
401008,0,0,NA
401009,6,542.19,NA
401010,0,0,NA
401011,0,0,NA
401012,1,33.94,NA
401013,0,0,NA
401014,3,206.81,NA
401015,0,0,NA
401016,0,0,NA
401017,2,60.88,NA
401018,0,0,NA
401019,0,0,NA
401020,4,33.62,NA
401021,0,0,NA
401022,3,110,NA
401023,2,101.44,NA
401024,2,42.75,NA
401025,1,52.94,NA
401026,6,29.25,NA
401027,0,0,NA
401028,5,43,NA
401029,0,0,NA
401030,6,43.5,NA
401031,0,0,NA
401032,0,0,NA
401033,6,255.81,NA
401034,0,0,NA
401035,4,176.5,NA
401036,0,0,NA
401037,3,47.75,NA
401038,4,71.12,NA
401039,0,0,NA
401040,3,105,NA
401041,6,37.25,NA
401042,0,0,NA
401043,6,63,NA
401044,0,0,NA
401045,0,0,NA
401046,6,90.06,NA
401047,5,43.75,NA
401048,6,63.42,NA
401049,3,53.12,NA
401050,4,97,NA
401051,0,0,NA
401052,6,39.94,NA
401053,0,0,NA
401054,0,0,NA
401055,0,0,NA
401056,0,0,NA
401057,6,170.38,NA
401058,0,0,NA
401059,6,78.44,NA
401060,3,35,NA
401061,0,0,NA
401062,3,48.75,NA
401063,6,36.25,NA
401064,6,60.58,NA
401065,0,0,NA
401066,0,0,NA
401067,0,0,NA
401068,0,0,NA
401069,6,36.31,NA
401070,3,582.38,NA
401071,0,0,NA
401072,1,89.5,NA
401073,0,0,NA
401074,0,0,NA
401075,1,132.75,NA
401076,5,105.81,NA
401077,0,0,NA
401078,6,54.25,NA
401079,2,148.88,NA
401080,5,47.12,NA
401081,1,67,NA
401082,2,34.62,NA
401083,6,51.5,NA
401084,6,53.5,NA
401085,5,60.25,NA
401086,6,42.94,NA
401087,0,0,NA
401088,0,0,NA
401089,0,0,NA
401090,0,0,NA
401091,0,0,NA
401092,0,0,NA
401093,6,42.25,NA
401094,6,70.08,NA
401095,0,0,NA
401096,0,0,NA
401097,0,0,NA
401098,3,187.62,NA
401099,3,51,NA
401100,0,0,NA
401101,0,0,NA
401102,6,32.75,NA
401103,2,46.06,NA
401104,3,217.06,NA
401105,4,62.5,NA
401106,2,34.31,NA
401107,0,0,NA
401108,0,0,NA
401109,0,0,NA
401110,5,38,NA
401111,4,55.75,NA
401112,5,33.75,NA
401113,0,0,NA
401114,0,0,NA
401115,0,0,NA
401116,0,0,NA
401117,0,0,NA
401118,6,62.94,NA
401119,0,0,NA
401120,0,0,NA
401121,0,0,NA
401122,0,0,NA
401123,0,0,NA
401124,2,65.56,NA
401125,5,40.33,NA
401126,3,38.5,NA
401127,0,0,NA
401128,0,0,NA
401129,3,55.94,NA
401130,0,0,NA
401131,0,0,NA
401132,0,0,NA
401133,0,0,NA
401134,1,56.38,NA
401135,0,0,NA
401136,0,0,NA
401137,5,42.83,NA
401138,3,115.75,NA
401139,0,0,NA
401140,6,49.12,NA
401141,0,0,NA
401142,0,0,NA
401143,0,0,NA
401144,0,0,NA
401145,0,0,NA
401146,1,48,NA
401147,0,0,NA
401148,0,0,NA
401149,0,0,NA
401150,6,33,NA
401151,0,0,NA
401152,6,46.94,NA
401153,0,0,NA
401154,2,59.25,NA
401155,0,0,NA
401156,1,74.88,NA
401157,6,25.62,NA
401158,4,52.25,NA
401159,6,60.69,NA
401160,0,0,NA
401161,0,0,NA
401162,6,45.75,NA
401163,4,105.75,NA
401164,5,44.81,NA
401165,4,44.75,NA
401166,3,96.44,NA
401167,0,0,NA
401168,3,54.75,NA
401169,3,55.06,NA
401170,0,0,NA
401171,0,0,NA
401172,0,0,NA
401173,0,0,NA
401174,1,60.75,NA
401175,1,47.81,NA
401176,0,0,NA
401177,0,0,NA
401178,0,0,NA
401179,6,65.25,NA
401180,4,34.31,NA
401181,3,42.81,NA
401182,4,74.31,NA
401183,0,0,NA
401184,0,0,NA
401185,6,45.75,NA
401186,0,0,NA
401187,3,40.75,NA
401188,5,40.38,NA
401189,0,0,NA
401190,0,0,NA
401191,5,65.19,NA
401192,5,43.62,NA
401193,0,0,NA
401194,6,53.88,NA
401195,3,155.56,NA
401196,0,0,NA
401197,0,0,NA
401198,4,53.5,NA
401199,0,0,NA
401200,0,0,NA
401201,6,66.38,NA
401202,3,74.92,NA
401203,0,0,NA
401204,0,0,NA
401205,3,111.25,NA
401206,1,34.69,NA
401207,0,0,NA
401208,4,294.25,NA
401209,5,88.83,NA
401210,0,0,NA
401211,0,0,NA
401212,0,0,NA
401213,0,0,NA
401214,0,0,NA
401215,3,61.44,NA
401216,0,0,NA
401217,0,0,NA
401218,3,35.83,NA
401219,5,50.81,NA
401220,0,0,NA
401221,1,36.69,NA
401222,4,44.33,NA
401223,0,0,NA
401224,0,0,NA
401225,0,0,NA
401226,0,0,NA
401227,0,0,NA
401228,3,94.44,NA
401229,3,53.25,NA
401230,0,0,NA
401231,1,68.75,NA
401232,1,37.62,NA
401233,0,0,NA
401234,0,0,NA
401235,0,0,NA
401236,0,0,NA
401237,0,0,NA
401238,0,0,NA
401239,2,159.5,NA
401240,0,0,NA
401241,0,0,NA
401242,0,0,NA
401243,0,0,NA
401244,1,45,NA
401245,0,0,NA
401246,6,48.44,NA
401247,0,0,NA
401248,3,225.12,NA
401249,0,0,NA
401250,0,0,NA
401251,1,246.56,NA
401252,3,50.06,NA
401253,4,58.75,NA
401254,2,47,NA
401255,0,0,NA
401256,0,0,NA
401257,0,0,NA
401258,0,0,NA
401259,2,120.19,NA
401260,0,0,NA
401261,3,35.69,NA
401262,0,0,NA
401263,0,0,NA
401264,3,39.25,NA
401265,1,73.94,NA
401266,0,0,NA
401267,0,0,NA
401268,3,62.38,NA
401269,6,32,NA
401270,6,45.75,NA
401271,1,76.94,NA
401272,6,123.56,NA
401273,2,41.67,NA
401274,0,0,NA
401275,0,0,NA
401276,3,40.31,NA
401277,0,0,NA
401278,5,32.62,NA
401279,0,0,NA
401280,1,49.08,NA
401281,0,0,NA
401282,4,46,NA
401283,4,30,NA
401284,1,33.19,NA
401285,4,19.75,NA
401286,4,51.12,NA
401287,0,0,NA
401288,0,0,NA
401289,0,0,NA
401290,0,0,NA
401291,5,49.25,NA
