"RunID","SourceID","SourceTime"
100622,0,0
100623,6,69.23
100624,3,112.23
100625,0,0
100626,0,0
100627,4,32.11
100628,5,108.05
100629,3,89.2
100630,0,0
100631,3,78.16
100632,6,89.05
100633,0,0
100634,1,67.19
100635,0,0
100636,3,86.09
100637,0,0
100638,0,0
100639,0,0
100640,0,0
100641,5,98.12
100642,0,0
100643,2,91.05
100644,4,91.12
100645,1,93.03
100646,2,110.19
100647,0,0
100648,6,113.17
100649,4,81
100650,0,0
100651,4,87.08
100652,3,35.13
100653,4,53.01
100654,1,100.1
100655,2,10.14
100656,3,111.15
100657,0,0
100658,0,0
100659,0,0
100660,6,59.03
100661,2,81.24
100662,1,90.19
100663,0,0
100664,0,0
100665,3,89.18
100666,5,57.01
100667,6,43.24
100668,3,49.13
100669,4,107.22
100670,6,36.14
100671,0,0
100672,0,0
100673,0,0
100674,0,0
100675,3,26.17
100676,2,110.18
100677,0,0
100678,1,25.12
100679,2,27.09
100680,3,102.08
100681,0,0
100682,2,97.06
100683,0,0
100684,2,40.03
100685,0,0
100686,0,0
100687,0,0
100688,0,0
100689,5,52.21
100690,0,0
100691,0,0
100692,0,0
100693,0,0
100694,0,0
100695,4,97.16
100696,3,78.02
100697,3,94.09
100698,0,0
100699,0,0
100700,6,49.1
100701,2,93.12
100702,2,20.11
100703,0,0
100704,0,0
100705,0,0
100706,5,92.12
100707,0,0
100708,0,0
100709,0,0
100710,0,0
100711,0,0
100712,4,112.07
100713,0,0
100714,1,34.21
100715,4,66.22
100716,0,0
100717,0,0
100718,0,0
100719,0,0
100720,0,0
100721,3,109.2
100722,0,0
100723,3,111.22
100724,1,107.13
100725,0,0
100726,1,112.1
100727,5,89.2
100728,2,112.14
100729,0,0
100730,0,0
100731,3,79.06
100732,0,0
100733,0,0
100734,0,0
100735,4,107.11
100736,0,0
100737,2,36.22
100738,0,0
100739,1,85.14
100740,4,20.12
100741,4,45.23
100742,4,46.01
100743,0,0
100744,0,0
100745,0,0
100746,6,113.01
100747,4,71
100748,0,0
100749,3,97.04
100750,0,0
100751,3,111.1
100752,0,0
100753,0,0
100754,3,39.22
100755,3,30.15
100756,0,0
100757,2,59.11
100758,3,71.04
100759,4,79.2
100760,1,109.04
100761,5,34.16
100762,6,30.11
100763,0,0
100764,0,0
100765,0,0
100766,2,30.18
100767,3,44.2
100768,0,0
100769,0,0
100770,0,0
100771,6,65.23
100772,0,0
100773,4,39.01
100774,0,0
100775,1,60
100776,0,0
100777,0,0
100778,0,0
100779,1,102.1
100780,0,0
100781,0,0
100782,0,0
100783,0,0
100784,4,33.05
100785,1,94.07
100786,0,0
100787,2,64.09
100788,0,0
100789,0,0
100790,1,78.05
100791,6,110.01
100792,6,25.03
100793,5,83.23
100794,0,0
100795,1,42.04
100796,2,68.04
100797,5,87.06
100798,6,52.04
100799,0,0
100800,0,0
100801,4,87.22
100802,2,101.03
100803,5,41.24
100804,0,0
100805,0,0
100806,0,0
100807,2,100.21
100808,2,81.06
100809,4,95.19
100810,2,101.14
100811,0,0
100812,0,0
100813,0,0
100814,0,0
100815,5,20.09
100816,0,0
100817,0,0
100818,2,97.05
100819,4,105.05
100820,6,101.21
100821,0,0
100822,6,92.12
100823,5,52.13
100824,6,103.14
100825,0,0
100826,1,96.12
100827,0,0
100828,0,0
100829,0,0
100830,2,35.07
100831,0,0
100832,0,0
100833,6,48.13
100834,3,18.1
100835,4,74.23
100836,1,105.2
100837,6,78.14
100838,2,96.13
100839,6,103.22
100840,3,103.16
100841,1,90.2
100842,1,63.21
100843,0,0
100844,1,67.11
100845,6,65.1
100846,0,0
100847,6,85.09
100848,1,80.02
100849,0,0
100850,6,82.05
100851,0,0
100852,0,0
100853,0,0
100854,2,90.09
100855,3,53.04
100856,0,0
100857,2,107.05
100858,0,0
100859,0,0
100860,0,0
100861,1,26.14
100862,5,53.16
100863,0,0
100864,0,0
100865,0,0
100866,0,0
100867,0,0
100868,4,37.23
100869,0,0
100870,0,0
100871,4,112.18
100872,0,0
100873,3,70.22
100874,3,28.17
100875,5,90.18
100876,0,0
100877,0,0
100878,4,50.1
100879,5,108.15
100880,2,100.17
100881,1,28.06
100882,0,0
100883,6,105.23
100884,6,100.1
100885,4,81.08
100886,2,43.2
100887,4,40.1
100888,5,44.08
100889,3,53.02
100890,3,92
100891,1,93.02
100892,0,0
100893,0,0
100894,0,0
100895,0,0
100896,0,0
100897,0,0
100898,0,0
100899,3,94.14
100900,4,64
100901,6,39.12
100902,0,0
100903,6,103.17
100904,4,83.19
100905,1,100.15
100906,2,72.13
100907,4,65.17
100908,0,0
100909,5,78.15
100910,3,43.01
100911,0,0
100912,0,0
100913,4,16.13
100914,0,0
100915,6,38.08
100916,0,0
100917,0,0
100918,0,0
100919,1,71.13
100920,2,92.14
100921,0,0
100922,0,0
100923,0,0
100924,0,0
100925,6,66.06
100926,3,48
100927,5,62.04
100928,0,0
100929,3,57.21
100930,2,65.15
100931,0,0
100932,0,0
100933,3,14.12
100934,0,0
100935,0,0
100936,0,0
100937,2,104.24
100938,6,107.19
100939,0,0
100940,2,54.11
100941,0,0
100942,3,42.15
100943,3,107.12
100944,3,83.02
100945,0,0
100946,0,0
100947,0,0
100948,3,9.11000000000001
100949,0,0
100950,0,0
100951,0,0
100952,3,80.07
100953,0,0
100954,4,74.12
100955,2,18.2
100956,5,95.08
100957,0,0
100958,0,0
100959,0,0
100960,5,97.16
100961,0,0
100962,0,0
100963,5,108.21
100964,4,79.01
100965,3,87.16
100966,6,70.23
100967,5,108.03
100968,0,0
100969,0,0
100970,3,57.2
100971,4,52.02
100972,0,0
100973,0,0
100974,0,0
100975,4,111.01
100976,0,0
100977,5,102.12
100978,6,33.19
100979,3,54.23
100980,0,0
100981,0,0
100982,0,0
100983,0,0
100984,6,63
100985,3,110.2
100986,6,35.16
100987,1,102.11
100988,1,110.12
100989,1,97.02
100990,0,0
100991,5,96.15
100992,0,0
100993,0,0
100994,4,76.18
100995,0,0
100996,6,102.13
100997,0,0
100998,0,0
100999,3,73.16
101000,0,0
101001,6,97.11
101002,5,63.06
101003,0,0
101004,4,100.05
101005,2,105
101006,5,97.23
101007,3,101.17
101008,0,0
101009,0,0
101010,0,0
101011,0,0
101012,0,0
101013,0,0
101014,0,0
101015,5,51.13
101016,2,88.18
101017,0,0
101018,0,0
101019,0,0
101020,0,0
101021,0,0
101022,0,0
101023,0,0
101024,3,81.01
101025,4,98
101026,0,0
101027,0,0
101028,2,47.23
101029,6,22.11
101030,6,68.24
101031,6,106.06
101032,2,103.22
101033,0,0
101034,2,17.04
101035,3,81.07
101036,0,0
101037,6,81.12
101038,0,0
101039,0,0
101040,0,0
101041,0,0
101042,4,90.11
101043,1,33.12
101044,0,0
101045,0,0
101046,0,0
101047,0,0
101048,0,0
101049,4,40.07
101050,5,70.24
101051,0,0
101052,0,0
101053,0,0
101054,0,0
101055,6,57.13
101056,0,0
101057,4,99.11
101058,0,0
101059,5,112.02
101060,3,106.01
101061,3,88.02
101062,0,0
101063,0,0
101064,3,94.1
101065,4,12.02
101066,3,74.12
101067,3,94.09
101068,4,83.07
101069,0,0
101070,1,78.15
101071,0,0
101072,5,92.04
101073,0,0
101074,0,0
101075,3,28.07
101076,1,37.2
101077,2,99.08
101078,0,0
101079,0,0
101080,4,30.23
101081,0,0
101082,1,89.15
101083,0,0
101084,3,100.11
101085,5,22.09
101086,4,51.14
101087,0,0
101088,0,0
101089,0,0
101090,2,58.14
101091,0,0
101092,0,0
101093,6,95.08
101094,5,89.22
101095,1,84.13
101096,0,0
101097,6,113.18
101098,2,107.03
101099,0,0
101100,0,0
101101,0,0
101102,0,0
101103,1,46.09
101104,4,64.02
101105,0,0
101106,4,28.22
101107,0,0
101108,0,0
101109,0,0
101110,6,31.05
101111,6,80.01
101112,2,46.11
101113,5,58.21
101114,6,75.22
101115,0,0
101116,0,0
101117,1,73.09
101118,3,50.18
101119,0,0
101120,0,0
101121,4,74.12
101122,5,48.24
101123,0,0
101124,2,69.12
101125,0,0
101126,0,0
101127,5,56.04
101128,3,105.18
101129,0,0
101130,0,0
101131,0,0
101132,0,0
101133,0,0
101134,1,89.1
101135,0,0
101136,0,0
101137,2,102.09
101138,4,94.01
101139,0,0
101140,2,82.12
101141,0,0
101142,0,0
101143,6,86.12
101144,0,0
101145,0,0
101146,2,46.13
101147,0,0
101148,0,0
101149,0,0
101150,1,91.2
101151,0,0
101152,0,0
101153,3,80.21
101154,2,87.18
101155,0,0
101156,1,106.04
101157,3,59.23
101158,0,0
101159,0,0
101160,0,0
101161,2,113.21
101162,0,0
101163,6,108.18
101164,0,0
101165,5,108.06
101166,1,52.14
101167,0,0
101168,5,54.01
101169,3,35.03
101170,0,0
101171,1,106.22
101172,4,110.22
101173,1,78.07
101174,0,0
101175,1,77
101176,2,106.06
101177,2,74.12
101178,0,0
101179,5,19.08
101180,1,105.03
101181,5,89.08
101182,5,67.12
101183,1,64.1
101184,0,0
101185,2,93.22
101186,3,105.23
101187,0,0
101188,0,0
101189,0,0
101190,2,29.17
101191,6,85.23
101192,0,0
101193,0,0
101194,0,0
101195,0,0
101196,0,0
101197,1,109.23
101198,0,0
101199,1,77.16
101200,0,0
101201,0,0
101202,2,103.22
101203,5,78.08
101204,0,0
101205,0,0
101206,4,97.02
101207,0,0
101208,5,89.13
101209,3,56.02
101210,3,87.05
101211,0,0
101212,0,0
101213,2,26.17
101214,0,0
101215,5,94.23
101216,0,0
101217,0,0
101218,0,0
101219,3,82.16
101220,0,0
101221,0,0
101222,0,0
101223,4,109.17
101224,6,35.03
101225,0,0
101226,0,0
101227,0,0
101228,6,85.16
101229,0,0
101230,4,106.13
101231,4,109.09
101232,0,0
101233,0,0
101234,1,75.2
101235,0,0
101236,0,0
101237,1,98.15
101238,0,0
101239,0,0
101240,6,96.16
101241,0,0
101242,6,102.17
101243,0,0
101244,4,48
101245,4,92.1
101246,5,58.08
101247,1,83.16
101248,2,103.22
101249,6,9.23
101250,4,59.12
101251,0,0
101252,0,0
101253,0,0
101254,2,90.22
101255,0,0
101256,5,34.23
101257,0,0
101258,0,0
101259,6,69.2
101260,0,0
101261,3,80.18
101262,6,82.21
101263,3,95.19
101264,0,0
101265,0,0
101266,2,76.02
101267,6,108.1
101268,3,89.11
101269,0,0
101270,2,94.24
101271,2,65.04
101272,0,0
101273,0,0
101274,5,77.1
101275,0,0
101276,0,0
101277,5,72
101278,3,93.04
101279,0,0
101280,5,77.08
101281,6,98.15
101282,2,91.05
101283,4,20.03
101284,5,108.05
101285,0,0
101286,0,0
101287,1,60.1
101288,0,0
101289,0,0
101290,0,0
101291,6,36.17
101292,0,0
101293,1,59.07
101294,2,60.15
101295,1,35.23
101296,0,0
101297,0,0
101298,6,109.17
101299,3,112.23
101300,5,98.14
101301,0,0
101302,3,53.19
101303,3,43.13
101304,0,0
101305,1,94
101306,0,0
101307,3,103.17
101308,0,0
101309,0,0
101310,0,0
101311,6,54.24
101312,0,0
101313,6,106.12
101314,0,0
101315,0,0
101316,1,19.19
101317,6,101.05
101318,5,90.13
101319,4,50.15
101320,0,0
101321,0,0
101322,0,0
101323,0,0
101324,2,98.18
101325,6,104.02
101326,0,0
101327,2,54.01
101328,3,27.02
101329,0,0
101330,0,0
101331,0,0
101332,0,0
101333,0,0
101334,0,0
101335,0,0
101336,4,77.14
101337,2,40.11
101338,5,70.09
101339,0,0
101340,1,110.18
101341,5,44.02
101342,2,75.04
101343,5,87.01
101344,0,0
101345,2,78.19
101346,0,0
101347,0,0
101348,3,76.1
101349,4,9.03
101350,4,108.24
101351,0,0
101352,0,0
101353,6,89.18
101354,0,0
101355,0,0
101356,0,0
101357,0,0
101358,0,0
101359,0,0
101360,4,28.07
101361,4,105.2
101362,2,91.07
101363,0,0
101364,0,0
101365,0,0
101366,0,0
101367,4,48.23
101368,1,105.06
101369,0,0
101370,3,92.14
101371,6,93.03
101372,0,0
101373,0,0
101374,0,0
101375,0,0
101376,0,0
101377,0,0
101378,2,92.05
101379,0,0
101380,0,0
101381,0,0
101382,0,0
101383,4,65.15
101384,3,92.15
101385,5,74.24
101386,0,0
101387,0,0
101388,3,67
101389,0,0
101390,3,20.13
101391,0,0
101392,4,97.02
101393,2,68.09
101394,0,0
101395,0,0
101396,5,66.04
101397,2,93.24
101398,1,100.06
101399,0,0
101400,0,0
101401,4,63.09
101402,6,106.08
101403,0,0
101404,0,0
101405,0,0
101406,0,0
101407,0,0
101408,6,38.2
101409,3,104.01
101410,1,29.15
101411,3,107.23
101412,0,0
101413,0,0
101414,4,104.14
101415,4,51.11
101416,0,0
101417,0,0
101418,0,0
101419,6,56.11
101420,0,0
101421,3,79.24
101422,5,112.14
101423,0,0
101424,0,0
101425,6,31.06
101426,0,0
101427,6,22
101428,0,0
101429,0,0
101430,3,72.22
101431,0,0
101432,0,0
101433,6,106.21
101434,0,0
101435,0,0
101436,0,0
101437,1,63.02
101438,1,79.11
101439,0,0
101440,1,70.09
101441,0,0
101442,5,14.15
101443,0,0
101444,0,0
101445,0,0
101446,6,112.08
101447,5,70
101448,1,34.02
101449,4,108.14
101450,0,0
101451,0,0
101452,2,88.23
101453,1,38.06
101454,4,90.22
101455,0,0
101456,5,96.2
101457,0,0
101458,0,0
101459,5,17.17
101460,6,47.13
101461,1,9.05
101462,0,0
101463,0,0
101464,4,51.05
101465,0,0
101466,0,0
101467,3,87.01
101468,0,0
101469,1,113.04
101470,0,0
101471,2,47.17
101472,6,87.18
101473,6,97.16
101474,5,26.07
101475,3,101.22
101476,0,0
101477,5,109.06
101478,6,103.01
101479,0,0
101480,0,0
101481,0,0
101482,0,0
101483,4,29.23
101484,2,79.08
101485,0,0
101486,2,32.12
101487,0,0
101488,0,0
101489,0,0
101490,3,87
101491,0,0
101492,2,108.03
101493,0,0
101494,0,0
101495,0,0
101496,2,96.24
101497,0,0
101498,0,0
101499,0,0
101500,0,0
101501,0,0
101502,6,102.04
101503,0,0
101504,2,52.15
101505,0,0
101506,0,0
101507,0,0
101508,2,108.03
101509,0,0
101510,0,0
101511,5,62.09
101512,0,0
101513,5,86.06
101514,3,28.24
101515,0,0
101516,0,0
101517,5,11.13
101518,5,64.01
101519,0,0
101520,0,0
101521,5,73.02
101522,0,0
101523,3,54.15
101524,0,0
101525,0,0
101526,0,0
101527,5,98.22
101528,2,110.08
101529,0,0
101530,0,0
101531,0,0
101532,0,0
101533,4,92.18
101534,3,107.23
101535,2,86.18
101536,0,0
101537,0,0
101538,0,0
101539,4,29.06
101540,0,0
101541,5,95.18
101542,3,109.07
101543,3,109.19
101544,0,0
101545,6,41.13
101546,0,0
101547,0,0
101548,3,63.03
101549,6,95.03
101550,6,100.24
101551,1,85.04
101552,0,0
101553,4,89.04
101554,6,32.24
101555,0,0
101556,0,0
101557,5,96.09
101558,0,0
101559,0,0
101560,3,87.08
101561,3,81.1
101562,3,63.12
101563,5,62.02
101564,5,89.03
101565,6,61.09
101566,2,92.13
101567,3,107.15
101568,0,0
101569,0,0
101570,1,51.01
101571,2,88.02
101572,0,0
101573,0,0
101574,0,0
101575,2,62.19
101576,0,0
101577,2,84
101578,5,71.18
101579,0,0
101580,6,16.06
101581,1,79.16
101582,5,82.14
101583,0,0
101584,0,0
101585,0,0
101586,0,0
101587,0,0
101588,2,106.18
101589,0,0
101590,5,107.19
101591,6,37.11
101592,0,0
101593,1,43.02
101594,0,0
101595,6,81.03
101596,0,0
101597,1,110.07
101598,2,110.19
101599,3,72.16
101600,0,0
101601,0,0
101602,0,0
101603,0,0
101604,0,0
101605,1,108.01
101606,0,0
101607,1,108.02
101608,0,0
101609,4,64
101610,4,45.24
101611,5,97.06
101612,0,0
101613,0,0
101614,5,80.09
101615,0,0
101616,5,113.18
101617,4,23.2
101618,5,103.13
101619,2,25.06
101620,0,0
101621,6,81.2
101622,2,106.07
101623,0,0
101624,0,0
101625,0,0
101626,6,93.07
101627,0,0
101628,5,80.07
101629,0,0
101630,0,0
101631,0,0
101632,6,50.09
101633,0,0
101634,2,73.22
101635,4,78.23
101636,6,80.01
101637,6,111.03
101638,1,96.13
101639,0,0
101640,0,0
101641,0,0
101642,0,0
101643,0,0
101644,0,0
101645,3,81.13
101646,0,0
101647,1,85.19
101648,0,0
101649,0,0
101650,6,25.11
101651,0,0
101652,0,0
101653,0,0
101654,5,79.04
101655,0,0
101656,0,0
101657,0,0
101658,2,108.18
101659,5,111.08
101660,6,88.12
101661,3,86.18
101662,6,85.03
101663,0,0
101664,0,0
101665,0,0
101666,2,113.22
101667,3,113.21
101668,0,0
101669,6,43.05
101670,2,71
101671,0,0
101672,5,103.05
101673,0,0
101674,2,26.23
101675,0,0
101676,0,0
101677,0,0
101678,1,64.09
101679,4,78.04
101680,5,70.14
101681,1,70.16
101682,0,0
101683,0,0
101684,0,0
101685,0,0
101686,0,0
101687,0,0
101688,2,110.14
101689,0,0
101690,6,93.17
101691,4,92.18
101692,0,0
101693,3,86.2
101694,3,26.17
101695,6,89.08
101696,0,0
101697,4,101.17
101698,4,109.1
101699,2,47.12
101700,0,0
101701,2,90.17
101702,0,0
101703,3,54
101704,0,0
101705,6,36.01
101706,6,65.15
101707,5,113.14
101708,4,100.19
101709,0,0
101710,1,102.12
101711,3,70.23
101712,1,109.13
101713,0,0
101714,0,0
101715,5,108.16
101716,5,79.21
101717,4,94.22
101718,0,0
101719,0,0
101720,1,49.22
101721,0,0
101722,0,0
101723,4,102.14
101724,0,0
101725,0,0
101726,4,49
101727,0,0
101728,3,71.2
101729,0,0
101730,0,0
101731,0,0
101732,2,32.14
101733,6,42.17
101734,5,78.24
101735,0,0
101736,0,0
101737,0,0
101738,1,74.03
101739,3,113.08
101740,5,73.13
101741,0,0
101742,6,82.1
101743,0,0
101744,0,0
101745,3,60.2
101746,4,62.17
101747,5,110.18
101748,1,72.12
101749,0,0
101750,0,0
101751,0,0
101752,0,0
101753,0,0
101754,6,68.1
101755,6,107.17
101756,0,0
101757,2,86.06
101758,0,0
101759,0,0
101760,2,102.21
